benchmark,file,mode,baseline_mode,qor,cuts_used,candidate_cuts,cpu_time,post_ml_time,qor_baseline,cuts_used_baseline,candidate_cuts_baseline,cpu_time_baseline,post_ml_time_baseline,qor_delta_vs_baseline,cuts_used_delta_vs_baseline,candidate_cuts_delta_vs_baseline,candidate_cuts_ratio_vs_baseline,cpu_time_delta_vs_baseline,cpu_time_ratio_vs_baseline,post_ml_time_delta_vs_baseline,post_ml_time_ratio_vs_baseline
5xp1.blif,/home/ayush/abc/blif/5xp1.blif,0,0,129.0,123,732,808.0,355.0,129.0,123,732,808.0,355.0,,,,,,,,
5xp1.blif,/home/ayush/abc/blif/5xp1.blif,1,0,129.0,123,538,1453.0,580.0,129.0,123,732,808.0,355.0,0.0,0,-194,0.7349726775956285,645.0,1.7982673267326732,225.0,1.6338028169014085
5xp1.blif,/home/ayush/abc/blif/5xp1.blif,2,0,129.0,123,466,1343.0,471.0,129.0,123,732,808.0,355.0,0.0,0,-266,0.6366120218579235,535.0,1.6621287128712872,116.0,1.3267605633802817
5xp1.blif,/home/ayush/abc/blif/5xp1.blif,3,0,129.0,123,376,1235.0,467.0,129.0,123,732,808.0,355.0,0.0,0,-356,0.5136612021857924,427.0,1.5284653465346534,112.0,1.315492957746479
9sym.blif,/home/ayush/abc/blif/9sym.blif,0,0,339.0,330,2074,3300.0,1790.0,339.0,330,2074,3300.0,1790.0,,,,,,,,
9sym.blif,/home/ayush/abc/blif/9sym.blif,1,0,339.0,330,1534,2808.0,1362.0,339.0,330,2074,3300.0,1790.0,0.0,0,-540,0.7396335583413693,-492.0,0.850909090909091,-428.0,0.7608938547486034
9sym.blif,/home/ayush/abc/blif/9sym.blif,2,0,339.0,330,1318,2648.0,1280.0,339.0,330,2074,3300.0,1790.0,0.0,0,-756,0.6354869816779171,-652.0,0.8024242424242424,-510.0,0.7150837988826816
9sym.blif,/home/ayush/abc/blif/9sym.blif,3,0,339.0,330,1032,4508.0,2447.0,339.0,330,2074,3300.0,1790.0,0.0,0,-1042,0.49758919961427195,1208.0,1.366060606060606,657.0,1.3670391061452514
9symml.blif,/home/ayush/abc/blif/9symml.blif,0,0,250.0,241,1555,2020.0,1089.0,250.0,241,1555,2020.0,1089.0,,,,,,,,
9symml.blif,/home/ayush/abc/blif/9symml.blif,1,0,250.0,241,1159,2274.0,1101.0,250.0,241,1555,2020.0,1089.0,0.0,0,-396,0.7453376205787782,254.0,1.1257425742574256,12.0,1.0110192837465564
9symml.blif,/home/ayush/abc/blif/9symml.blif,2,0,250.0,241,968,2466.0,1188.0,250.0,241,1555,2020.0,1089.0,0.0,0,-587,0.622508038585209,446.0,1.2207920792079208,99.0,1.0909090909090908
9symml.blif,/home/ayush/abc/blif/9symml.blif,3,0,250.0,241,736,3144.0,1401.0,250.0,241,1555,2020.0,1089.0,0.0,0,-819,0.4733118971061093,1124.0,1.5564356435643565,312.0,1.2865013774104683
C1355.blif,/home/ayush/abc/blif/C1355.blif,0,0,927.0,858,16090,19497.0,5247.0,927.0,858,16090,19497.0,5247.0,,,,,,,,
C1355.blif,/home/ayush/abc/blif/C1355.blif,1,0,927.0,858,6772,17216.0,3772.0,927.0,858,16090,19497.0,5247.0,0.0,0,-9318,0.42088253573648227,-2281.0,0.8830076422013643,-1475.0,0.7188869830379264
C1355.blif,/home/ayush/abc/blif/C1355.blif,2,0,927.0,858,5236,32158.0,5419.0,927.0,858,16090,19497.0,5247.0,0.0,0,-10854,0.325419515226849,12661.0,1.6493819561983896,172.0,1.0327806365542214
C1355.blif,/home/ayush/abc/blif/C1355.blif,3,0,927.0,858,3664,19995.0,3681.0,927.0,858,16090,19497.0,5247.0,0.0,0,-12426,0.22771908017402112,498.0,1.025542391137098,-1566.0,0.7015437392795884
C17.blif,/home/ayush/abc/blif/C17.blif,0,0,6.0,6,15,162.0,33.0,6.0,6,15,162.0,33.0,,,,,,,,
C17.blif,/home/ayush/abc/blif/C17.blif,1,0,6.0,6,15,186.0,34.0,6.0,6,15,162.0,33.0,0.0,0,0,1.0,24.0,1.1481481481481481,1.0,1.0303030303030303
C17.blif,/home/ayush/abc/blif/C17.blif,2,0,6.0,6,15,158.0,27.0,6.0,6,15,162.0,33.0,0.0,0,0,1.0,-4.0,0.9753086419753086,-6.0,0.8181818181818182
C17.blif,/home/ayush/abc/blif/C17.blif,3,0,6.0,6,13,173.0,33.0,6.0,6,15,162.0,33.0,0.0,0,-2,0.8666666666666667,11.0,1.0679012345679013,0.0,1.0
C1908.blif,/home/ayush/abc/blif/C1908.blif,0,0,765.0,701,11220,11688.0,3005.0,765.0,701,11220,11688.0,3005.0,,,,,,,,
C1908.blif,/home/ayush/abc/blif/C1908.blif,1,0,765.0,701,5117,12589.0,2547.0,765.0,701,11220,11688.0,3005.0,0.0,0,-6103,0.45606060606060606,901.0,1.0770876112251881,-458.0,0.8475873544093178
C1908.blif,/home/ayush/abc/blif/C1908.blif,2,0,765.0,701,4007,13936.0,2542.0,765.0,701,11220,11688.0,3005.0,0.0,0,-7213,0.3571301247771836,2248.0,1.1923340177960302,-463.0,0.8459234608985025
C1908.blif,/home/ayush/abc/blif/C1908.blif,3,0,765.0,701,2814,12704.0,2446.0,765.0,701,11220,11688.0,3005.0,0.0,0,-8406,0.25080213903743315,1016.0,1.0869267624914443,-559.0,0.8139767054908486
C2670.blif,/home/ayush/abc/blif/C2670.blif,0,0,1216.0,1093,13087,14813.0,4829.0,1216.0,1093,13087,14813.0,4829.0,,,,,,,,
C2670.blif,/home/ayush/abc/blif/C2670.blif,1,0,1216.0,1093,6699,17530.0,4549.0,1216.0,1093,13087,14813.0,4829.0,0.0,0,-6388,0.5118820203255139,2717.0,1.183419968946196,-280.0,0.9420169807413543
C2670.blif,/home/ayush/abc/blif/C2670.blif,2,0,1216.0,1093,5365,17546.0,4591.0,1216.0,1093,13087,14813.0,4829.0,0.0,0,-7722,0.4099488041567968,2733.0,1.1845001012624046,-238.0,0.9507144336301512
C2670.blif,/home/ayush/abc/blif/C2670.blif,3,0,1216.0,1093,3902,17199.0,4306.0,1216.0,1093,13087,14813.0,4829.0,0.0,0,-9185,0.29815847787881106,2386.0,1.1610747316546277,-523.0,0.8916960033133153
C3540.blif,/home/ayush/abc/blif/C3540.blif,0,0,2285.0,2060,23634,23686.0,8352.0,2285.0,2060,23634,23686.0,8352.0,,,,,,,,
C3540.blif,/home/ayush/abc/blif/C3540.blif,1,0,2285.0,2060,12299,33281.0,9049.0,2285.0,2060,23634,23686.0,8352.0,0.0,0,-11335,0.5203943471270204,9595.0,1.4050916153001773,697.0,1.0834530651340997
C3540.blif,/home/ayush/abc/blif/C3540.blif,2,0,2285.0,2060,9872,33662.0,9033.0,2285.0,2060,23634,23686.0,8352.0,0.0,0,-13762,0.4177033087924177,9976.0,1.421177066621633,681.0,1.0815373563218391
C3540.blif,/home/ayush/abc/blif/C3540.blif,3,0,2285.0,2060,7142,26075.0,7250.0,2285.0,2060,23634,23686.0,8352.0,0.0,0,-16492,0.3021917576373022,2389.0,1.1008612682597314,-1102.0,0.8680555555555556
C432.blif,/home/ayush/abc/blif/C432.blif,0,0,408.0,349,4295,3687.0,1122.0,408.0,349,4295,3687.0,1122.0,,,,,,,,
C432.blif,/home/ayush/abc/blif/C432.blif,1,0,408.0,349,2388,4552.0,1109.0,408.0,349,4295,3687.0,1122.0,0.0,0,-1907,0.5559953434225844,865.0,1.234608082451858,-13.0,0.9884135472370766
C432.blif,/home/ayush/abc/blif/C432.blif,2,0,408.0,349,1887,4278.0,1005.0,408.0,349,4295,3687.0,1122.0,0.0,0,-2408,0.43934807916181606,591.0,1.160292921074044,-117.0,0.8957219251336899
C432.blif,/home/ayush/abc/blif/C432.blif,3,0,408.0,349,1311,4623.0,1096.0,408.0,349,4295,3687.0,1122.0,0.0,0,-2984,0.3052386495925495,936.0,1.2538649308380798,-26.0,0.9768270944741533
C499.blif,/home/ayush/abc/blif/C499.blif,0,0,937.0,871,15971,14690.0,3799.0,937.0,871,15971,14690.0,3799.0,,,,,,,,
C499.blif,/home/ayush/abc/blif/C499.blif,1,0,937.0,871,6702,18751.0,3616.0,937.0,871,15971,14690.0,3799.0,0.0,0,-9269,0.41963558950597957,4061.0,1.2764465622872703,-183.0,0.9518294287970519
C499.blif,/home/ayush/abc/blif/C499.blif,2,0,937.0,871,5182,20189.0,3771.0,937.0,871,15971,14690.0,3799.0,0.0,0,-10789,0.32446308934944584,5499.0,1.3743362831858408,-28.0,0.9926296393787839
C499.blif,/home/ayush/abc/blif/C499.blif,3,0,937.0,871,3620,16320.0,3035.0,937.0,871,15971,14690.0,3799.0,0.0,0,-12351,0.22666082274121846,1630.0,1.1109598366235534,-764.0,0.7988944459068176
C5315.blif,/home/ayush/abc/blif/C5315.blif,0,0,3870.0,3594,40010,52071.0,19876.0,3870.0,3594,40010,52071.0,19876.0,,,,,,,,
C5315.blif,/home/ayush/abc/blif/C5315.blif,1,0,3870.0,3594,20812,49215.0,15111.0,3870.0,3594,40010,52071.0,19876.0,0.0,0,-19198,0.5201699575106223,-2856.0,0.9451518119490695,-4765.0,0.7602636345341115
C5315.blif,/home/ayush/abc/blif/C5315.blif,2,0,3870.0,3594,16904,63020.0,18378.0,3870.0,3594,40010,52071.0,19876.0,0.0,0,-23106,0.42249437640589854,10949.0,1.2102705920762036,-1498.0,0.9246327228818676
C5315.blif,/home/ayush/abc/blif/C5315.blif,3,0,3870.0,3594,12492,63273.0,18133.0,3870.0,3594,40010,52071.0,19876.0,0.0,0,-27518,0.31222194451387153,11202.0,1.2151293426283345,-1743.0,0.9123062990541356
C6288.blif,/home/ayush/abc/blif/C6288.blif,0,0,9974.0,9460,129160,179691.0,64459.0,9974.0,9460,129160,179691.0,64459.0,,,,,,,,
C6288.blif,/home/ayush/abc/blif/C6288.blif,1,0,9974.0,9461,65230,198160.0,58891.0,9974.0,9460,129160,179691.0,64459.0,0.0,1,-63930,0.5050325178073707,18469.0,1.1027819979854305,-5568.0,0.9136195100761725
C6288.blif,/home/ayush/abc/blif/C6288.blif,2,0,9974.0,9461,51377,194446.0,58410.0,9974.0,9460,129160,179691.0,64459.0,0.0,1,-77783,0.39777794982966863,14755.0,1.0821131831866928,-6049.0,0.9061574023798074
C6288.blif,/home/ayush/abc/blif/C6288.blif,3,0,9975.0,9462,36194,162933.0,48242.0,9974.0,9460,129160,179691.0,64459.0,1.0,2,-92966,0.2802260761845773,-16758.0,0.9067399035010101,-16217.0,0.7484137203493694
C7552.blif,/home/ayush/abc/blif/C7552.blif,0,0,4140.0,3822,54929,69379.0,26006.0,4140.0,3822,54929,69379.0,26006.0,,,,,,,,
C7552.blif,/home/ayush/abc/blif/C7552.blif,1,0,4140.0,3822,24620,88344.0,24730.0,4140.0,3822,54929,69379.0,26006.0,0.0,0,-30309,0.4482149684137705,18965.0,1.2733536084405943,-1276.0,0.9509343997539029
C7552.blif,/home/ayush/abc/blif/C7552.blif,2,0,4140.0,3822,19810,70437.0,19670.0,4140.0,3822,54929,69379.0,26006.0,0.0,0,-35119,0.36064738116477635,1058.0,1.015249571195895,-6336.0,0.7563639160193801
C7552.blif,/home/ayush/abc/blif/C7552.blif,3,0,4136.0,3820,14423,84225.0,21912.0,4140.0,3822,54929,69379.0,26006.0,-4.0,-2,-40506,0.2625753245098218,14846.0,1.2139840585768027,-4094.0,0.842574790432977
C880.blif,/home/ayush/abc/blif/C880.blif,0,0,517.0,488,5470,5371.0,1921.0,517.0,488,5470,5371.0,1921.0,,,,,,,,
C880.blif,/home/ayush/abc/blif/C880.blif,1,0,517.0,488,3207,7100.0,2070.0,517.0,488,5470,5371.0,1921.0,0.0,0,-2263,0.5862888482632541,1729.0,1.3219139824986037,149.0,1.07756376887038
C880.blif,/home/ayush/abc/blif/C880.blif,2,0,517.0,488,2520,6548.0,1870.0,517.0,488,5470,5371.0,1921.0,0.0,0,-2950,0.4606946983546618,1177.0,1.2191398249860361,-51.0,0.9734513274336283
C880.blif,/home/ayush/abc/blif/C880.blif,3,0,517.0,488,1805,6592.0,1919.0,517.0,488,5470,5371.0,1921.0,0.0,0,-3665,0.329981718464351,1221.0,1.2273319679761683,-2.0,0.9989588755856325
adder.blif,/home/ayush/abc/blif/adder.blif,0,0,86.0,0,0,240.0,39.0,86.0,0,0,240.0,39.0,,,,,,,,
adder.blif,/home/ayush/abc/blif/adder.blif,1,0,86.0,0,0,110.0,14.0,86.0,0,0,240.0,39.0,0.0,0,0,,-130.0,0.4583333333333333,-25.0,0.358974358974359
adder.blif,/home/ayush/abc/blif/adder.blif,2,0,86.0,0,0,128.0,17.0,86.0,0,0,240.0,39.0,0.0,0,0,,-112.0,0.5333333333333333,-22.0,0.4358974358974359
adder.blif,/home/ayush/abc/blif/adder.blif,3,0,86.0,0,0,132.0,17.0,86.0,0,0,240.0,39.0,0.0,0,0,,-108.0,0.55,-22.0,0.4358974358974359
alu2.blif,/home/ayush/abc/blif/alu2.blif,0,0,738.0,691,5912,5321.0,1979.0,738.0,691,5912,5321.0,1979.0,,,,,,,,
alu2.blif,/home/ayush/abc/blif/alu2.blif,1,0,738.0,691,3681,9369.0,3453.0,738.0,691,5912,5321.0,1979.0,0.0,0,-2231,0.6226319350473613,4048.0,1.7607592557789888,1474.0,1.744820616472966
alu2.blif,/home/ayush/abc/blif/alu2.blif,2,0,738.0,691,3070,8870.0,3079.0,738.0,691,5912,5321.0,1979.0,0.0,0,-2842,0.5192828146143437,3549.0,1.6669798909979328,1100.0,1.5558362809499748
alu2.blif,/home/ayush/abc/blif/alu2.blif,3,0,738.0,691,2331,8631.0,2871.0,738.0,691,5912,5321.0,1979.0,0.0,0,-3581,0.3942828146143437,3310.0,1.6220635218943809,892.0,1.450732693279434
alu4.blif,/home/ayush/abc/blif/alu4.blif,0,0,3568.0,3545,22604,25411.0,16303.0,3568.0,3545,22604,25411.0,16303.0,,,,,,,,
alu4.blif,/home/ayush/abc/blif/alu4.blif,1,0,3568.0,3545,16702,42094.0,24308.0,3568.0,3545,22604,25411.0,16303.0,0.0,0,-5902,0.7388957706600602,16683.0,1.656526701034985,8005.0,1.4910139238177023
alu4.blif,/home/ayush/abc/blif/alu4.blif,2,0,3568.0,3545,14811,32963.0,18269.0,3568.0,3545,22604,25411.0,16303.0,0.0,0,-7793,0.6552380109715095,7552.0,1.2971941285270159,1966.0,1.1205913022143164
alu4.blif,/home/ayush/abc/blif/alu4.blif,3,0,3568.0,3545,12397,41975.0,24097.0,3568.0,3545,22604,25411.0,16303.0,0.0,0,-10207,0.5484427534949566,16564.0,1.6518436897406634,7794.0,1.4780715205790345
alu4.pre-vpr.blif,/home/ayush/abc/blif/alu4.pre-vpr.blif,0,0,2908.0,2871,23703,34163.0,19789.0,2908.0,2871,23703,34163.0,19789.0,,,,,,,,
alu4.pre-vpr.blif,/home/ayush/abc/blif/alu4.pre-vpr.blif,1,0,2908.0,2871,15514,38332.0,18544.0,2908.0,2871,23703,34163.0,19789.0,0.0,0,-8189,0.6545163059528329,4169.0,1.1220326083774843,-1245.0,0.9370862600434585
alu4.pre-vpr.blif,/home/ayush/abc/blif/alu4.pre-vpr.blif,2,0,2908.0,2871,12941,35941.0,17456.0,2908.0,2871,23703,34163.0,19789.0,0.0,0,-10762,0.5459646458254229,1778.0,1.0520446096654275,-2333.0,0.8821062206276215
alu4.pre-vpr.blif,/home/ayush/abc/blif/alu4.pre-vpr.blif,3,0,2908.0,2871,9850,38860.0,18924.0,2908.0,2871,23703,34163.0,19789.0,0.0,0,-13853,0.4155592119141037,4697.0,1.1374879255334718,-865.0,0.956288847339431
alu4.wiremap_area.blif,/home/ayush/abc/blif/alu4.wiremap_area.blif,0,0,2726.0,2684,24362,28395.0,15615.0,2726.0,2684,24362,28395.0,15615.0,,,,,,,,
alu4.wiremap_area.blif,/home/ayush/abc/blif/alu4.wiremap_area.blif,1,0,2726.0,2684,15794,40491.0,19857.0,2726.0,2684,24362,28395.0,15615.0,0.0,0,-8568,0.6483047368853132,12096.0,1.4259904912836767,4242.0,1.2716618635926993
alu4.wiremap_area.blif,/home/ayush/abc/blif/alu4.wiremap_area.blif,2,0,2726.0,2684,12941,33221.0,16285.0,2726.0,2684,24362,28395.0,15615.0,0.0,0,-11421,0.5311961251128807,4826.0,1.1699594999119562,670.0,1.0429074607748958
alu4.wiremap_area.blif,/home/ayush/abc/blif/alu4.wiremap_area.blif,3,0,2726.0,2684,9396,34314.0,16131.0,2726.0,2684,24362,28395.0,15615.0,0.0,0,-14966,0.38568262047450946,5919.0,1.2084521922873745,516.0,1.033045148895293
alu4.wiremap_depth.blif,/home/ayush/abc/blif/alu4.wiremap_depth.blif,0,0,2908.0,2871,23703,30277.0,16996.0,2908.0,2871,23703,30277.0,16996.0,,,,,,,,
alu4.wiremap_depth.blif,/home/ayush/abc/blif/alu4.wiremap_depth.blif,1,0,2908.0,2871,15514,39295.0,19170.0,2908.0,2871,23703,30277.0,16996.0,0.0,0,-8189,0.6545163059528329,9018.0,1.2978498530237474,2174.0,1.1279124499882325
alu4.wiremap_depth.blif,/home/ayush/abc/blif/alu4.wiremap_depth.blif,2,0,2908.0,2871,12941,28644.0,13769.0,2908.0,2871,23703,30277.0,16996.0,0.0,0,-10762,0.5459646458254229,-1633.0,0.9460646695511444,-3227.0,0.8101317957166392
alu4.wiremap_depth.blif,/home/ayush/abc/blif/alu4.wiremap_depth.blif,3,0,2908.0,2871,9850,32152.0,14971.0,2908.0,2871,23703,30277.0,16996.0,0.0,0,-13853,0.4155592119141037,1875.0,1.0619281963206395,-2025.0,0.8808543186632148
always_false.blif,/home/ayush/abc/blif/always_false.blif,0,0,0.0,0,0,108.0,4.0,0.0,0,0,108.0,4.0,,,,,,,,
always_false.blif,/home/ayush/abc/blif/always_false.blif,1,0,0.0,0,0,109.0,3.0,0.0,0,0,108.0,4.0,0.0,0,0,,1.0,1.0092592592592593,-1.0,0.75
always_false.blif,/home/ayush/abc/blif/always_false.blif,2,0,0.0,0,0,104.0,3.0,0.0,0,0,108.0,4.0,0.0,0,0,,-4.0,0.9629629629629629,-1.0,0.75
always_false.blif,/home/ayush/abc/blif/always_false.blif,3,0,0.0,0,0,101.0,3.0,0.0,0,0,108.0,4.0,0.0,0,0,,-7.0,0.9351851851851852,-1.0,0.75
always_true.blif,/home/ayush/abc/blif/always_true.blif,0,0,0.0,0,0,99.0,3.0,0.0,0,0,99.0,3.0,,,,,,,,
always_true.blif,/home/ayush/abc/blif/always_true.blif,1,0,0.0,0,0,112.0,3.0,0.0,0,0,99.0,3.0,0.0,0,0,,13.0,1.1313131313131313,0.0,1.0
always_true.blif,/home/ayush/abc/blif/always_true.blif,2,0,0.0,0,0,104.0,3.0,0.0,0,0,99.0,3.0,0.0,0,0,,5.0,1.0505050505050506,0.0,1.0
always_true.blif,/home/ayush/abc/blif/always_true.blif,3,0,0.0,0,0,132.0,4.0,0.0,0,0,99.0,3.0,0.0,0,0,,33.0,1.3333333333333333,1.0,1.3333333333333333
and.blif,/home/ayush/abc/blif/and.blif,0,0,1.0,1,1,170.0,14.0,1.0,1,1,170.0,14.0,,,,,,,,
and.blif,/home/ayush/abc/blif/and.blif,1,0,1.0,1,1,100.0,8.0,1.0,1,1,170.0,14.0,0.0,0,0,1.0,-70.0,0.5882352941176471,-6.0,0.5714285714285714
and.blif,/home/ayush/abc/blif/and.blif,2,0,1.0,1,1,116.0,9.0,1.0,1,1,170.0,14.0,0.0,0,0,1.0,-54.0,0.6823529411764706,-5.0,0.6428571428571429
and.blif,/home/ayush/abc/blif/and.blif,3,0,1.0,1,1,140.0,10.0,1.0,1,1,170.0,14.0,0.0,0,0,1.0,-30.0,0.8235294117647058,-4.0,0.7142857142857143
and_latch.blif,/home/ayush/abc/blif/and_latch.blif,0,0,2.0,1,1,114.0,10.0,2.0,1,1,114.0,10.0,,,,,,,,
and_latch.blif,/home/ayush/abc/blif/and_latch.blif,1,0,2.0,1,1,128.0,10.0,2.0,1,1,114.0,10.0,0.0,0,0,1.0,14.0,1.1228070175438596,0.0,1.0
and_latch.blif,/home/ayush/abc/blif/and_latch.blif,2,0,2.0,1,1,159.0,16.0,2.0,1,1,114.0,10.0,0.0,0,0,1.0,45.0,1.394736842105263,6.0,1.6
and_latch.blif,/home/ayush/abc/blif/and_latch.blif,3,0,2.0,1,1,193.0,18.0,2.0,1,1,114.0,10.0,0.0,0,0,1.0,79.0,1.6929824561403508,8.0,1.8
apex1.blif,/home/ayush/abc/blif/apex1.blif,0,0,2096.0,2060,19778,26223.0,10911.0,2096.0,2060,19778,26223.0,10911.0,,,,,,,,
apex1.blif,/home/ayush/abc/blif/apex1.blif,1,0,2096.0,2060,11159,22762.0,7497.0,2096.0,2060,19778,26223.0,10911.0,0.0,0,-8619,0.5642127616543634,-3461.0,0.8680166266254814,-3414.0,0.6871047566675832
apex1.blif,/home/ayush/abc/blif/apex1.blif,2,0,2096.0,2060,9321,22804.0,7299.0,2096.0,2060,19778,26223.0,10911.0,0.0,0,-10457,0.47128122155930835,-3419.0,0.8696182740342447,-3612.0,0.6689579323618366
apex1.blif,/home/ayush/abc/blif/apex1.blif,3,0,2096.0,2060,7316,23419.0,7449.0,2096.0,2060,19778,26223.0,10911.0,0.0,0,-12462,0.36990595611285265,-2804.0,0.893070968233993,-3462.0,0.6827055265328568
apex2.blif,/home/ayush/abc/blif/apex2.blif,0,0,4288.0,4250,34595,41256.0,25244.0,4288.0,4250,34595,41256.0,25244.0,,,,,,,,
apex2.blif,/home/ayush/abc/blif/apex2.blif,1,0,4288.0,4250,23138,51233.0,26955.0,4288.0,4250,34595,41256.0,25244.0,0.0,0,-11457,0.6688249747073276,9977.0,1.241831491177041,1711.0,1.0677784820155285
apex2.blif,/home/ayush/abc/blif/apex2.blif,2,0,4288.0,4250,19394,50185.0,25840.0,4288.0,4250,34595,41256.0,25244.0,0.0,0,-15201,0.5606012429541841,8929.0,1.216429125460539,596.0,1.0236095705910315
apex2.blif,/home/ayush/abc/blif/apex2.blif,3,0,4288.0,4250,15340,48433.0,24803.0,4288.0,4250,34595,41256.0,25244.0,0.0,0,-19255,0.4434166787107964,7177.0,1.1739625751405856,-441.0,0.9825305022975757
apex2.pre-vpr.blif,/home/ayush/abc/blif/apex2.pre-vpr.blif,0,0,3338.0,3297,34709,40305.0,21305.0,3338.0,3297,34709,40305.0,21305.0,,,,,,,,
apex2.pre-vpr.blif,/home/ayush/abc/blif/apex2.pre-vpr.blif,1,0,3338.0,3297,20559,44523.0,20058.0,3338.0,3297,34709,40305.0,21305.0,0.0,0,-14150,0.5923247572675675,4218.0,1.104652028284332,-1247.0,0.9414691386998357
apex2.pre-vpr.blif,/home/ayush/abc/blif/apex2.pre-vpr.blif,2,0,3338.0,3297,16348,54594.0,23689.0,3338.0,3297,34709,40305.0,21305.0,0.0,0,-18361,0.4710017574692443,14289.0,1.3545217714923707,2384.0,1.1118986153485098
apex2.pre-vpr.blif,/home/ayush/abc/blif/apex2.pre-vpr.blif,3,0,3338.0,3297,11795,45538.0,19451.0,3338.0,3297,34709,40305.0,21305.0,0.0,0,-22914,0.33982540551441986,5233.0,1.1298350080635158,-1854.0,0.9129781741375264
apex2.wiremap_area.blif,/home/ayush/abc/blif/apex2.wiremap_area.blif,0,0,3175.0,3134,36959,46023.0,24325.0,3175.0,3134,36959,46023.0,24325.0,,,,,,,,
apex2.wiremap_area.blif,/home/ayush/abc/blif/apex2.wiremap_area.blif,1,0,3175.0,3134,20664,56803.0,25467.0,3175.0,3134,36959,46023.0,24325.0,0.0,0,-16295,0.5591060364187342,10780.0,1.2342307107315906,1142.0,1.0469475847893115
apex2.wiremap_area.blif,/home/ayush/abc/blif/apex2.wiremap_area.blif,2,0,3175.0,3134,16243,55724.0,23754.0,3175.0,3134,36959,46023.0,24325.0,0.0,0,-20716,0.4394869991071187,9701.0,1.21078591139213,-571.0,0.9765262076053443
apex2.wiremap_area.blif,/home/ayush/abc/blif/apex2.wiremap_area.blif,3,0,3175.0,3134,11333,39230.0,16762.0,3175.0,3134,36959,46023.0,24325.0,0.0,0,-25626,0.3066370843366974,-6793.0,0.8523998870130153,-7563.0,0.6890853031860226
apex2.wiremap_depth.blif,/home/ayush/abc/blif/apex2.wiremap_depth.blif,0,0,3338.0,3297,34709,47503.0,25893.0,3338.0,3297,34709,47503.0,25893.0,,,,,,,,
apex2.wiremap_depth.blif,/home/ayush/abc/blif/apex2.wiremap_depth.blif,1,0,3338.0,3297,20559,55419.0,25902.0,3338.0,3297,34709,47503.0,25893.0,0.0,0,-14150,0.5923247572675675,7916.0,1.1666421068143065,9.0,1.0003475842891902
apex2.wiremap_depth.blif,/home/ayush/abc/blif/apex2.wiremap_depth.blif,2,0,3338.0,3297,16348,41572.0,18493.0,3338.0,3297,34709,47503.0,25893.0,0.0,0,-18361,0.4710017574692443,-5931.0,0.8751447277014084,-7400.0,0.7142084733325609
apex2.wiremap_depth.blif,/home/ayush/abc/blif/apex2.wiremap_depth.blif,3,0,3338.0,3297,11795,43113.0,18829.0,3338.0,3297,34709,47503.0,25893.0,0.0,0,-22914,0.33982540551441986,-4390.0,0.9075847841188978,-7064.0,0.7271849534623257
apex3.blif,/home/ayush/abc/blif/apex3.blif,0,0,2828.0,2798,23220,30068.0,15463.0,2828.0,2798,23220,30068.0,15463.0,,,,,,,,
apex3.blif,/home/ayush/abc/blif/apex3.blif,1,0,2828.0,2798,14696,28280.0,11057.0,2828.0,2798,23220,30068.0,15463.0,0.0,0,-8524,0.6329026701119724,-1788.0,0.9405347878142876,-4406.0,0.715061760331113
apex3.blif,/home/ayush/abc/blif/apex3.blif,2,0,2828.0,2798,12490,28241.0,11665.0,2828.0,2798,23220,30068.0,15463.0,0.0,0,-10730,0.5378983634797588,-1827.0,0.9392377278169483,-3798.0,0.7543814266313135
apex3.blif,/home/ayush/abc/blif/apex3.blif,3,0,2828.0,2798,9933,25629.0,10227.0,2828.0,2798,23220,30068.0,15463.0,0.0,0,-13287,0.42777777777777776,-4439.0,0.8523679659438606,-5236.0,0.6613852421910367
apex4.blif,/home/ayush/abc/blif/apex4.blif,0,0,4003.0,3994,41073,37266.0,17861.0,4003.0,3994,41073,37266.0,17861.0,,,,,,,,
apex4.blif,/home/ayush/abc/blif/apex4.blif,1,0,4003.0,3994,24794,61109.0,23941.0,4003.0,3994,41073,37266.0,17861.0,0.0,0,-16279,0.6036569035619507,23843.0,1.6398057210325767,6080.0,1.3404064722020044
apex4.blif,/home/ayush/abc/blif/apex4.blif,2,0,4003.0,3994,20373,47225.0,18073.0,4003.0,3994,41073,37266.0,17861.0,0.0,0,-20700,0.49601928274048646,9959.0,1.2672409166532497,212.0,1.0118694362017804
apex4.blif,/home/ayush/abc/blif/apex4.blif,3,0,4003.0,3994,15391,45017.0,16599.0,4003.0,3994,41073,37266.0,17861.0,0.0,0,-25682,0.3747230540744528,7751.0,1.2079911984114207,-1262.0,0.9293432618554393
apex4.pre-vpr.blif,/home/ayush/abc/blif/apex4.pre-vpr.blif,0,0,2957.0,2948,35788,41969.0,17079.0,2957.0,2948,35788,41969.0,17079.0,,,,,,,,
apex4.pre-vpr.blif,/home/ayush/abc/blif/apex4.pre-vpr.blif,1,0,2957.0,2948,19483,50767.0,16756.0,2957.0,2948,35788,41969.0,17079.0,0.0,0,-16305,0.5444003576617861,8798.0,1.209630918058567,-323.0,0.9810878857075941
apex4.pre-vpr.blif,/home/ayush/abc/blif/apex4.pre-vpr.blif,2,0,2957.0,2948,15581,48737.0,15969.0,2957.0,2948,35788,41969.0,17079.0,0.0,0,-20207,0.4353693975634291,6768.0,1.161261883771355,-1110.0,0.9350079044440541
