benchmark,file,mode,baseline_mode,qor,cuts_used,candidate_cuts,cpu_time,post_ml_time,qor_baseline,cuts_used_baseline,candidate_cuts_baseline,cpu_time_baseline,post_ml_time_baseline,qor_delta_vs_baseline,cuts_used_delta_vs_baseline,candidate_cuts_delta_vs_baseline,candidate_cuts_ratio_vs_baseline,cpu_time_delta_vs_baseline,cpu_time_ratio_vs_baseline,post_ml_time_delta_vs_baseline,post_ml_time_ratio_vs_baseline
complex_2_noc_1D_chain.blif,/home/ayush/abc/blif/complex_2_noc_1D_chain.blif,3,0,,,,,,,,,,,,,,,,,,
complex_32_noc_clique.blif,/home/ayush/abc/blif/complex_32_noc_clique.blif,0,0,,,,,,,,,,,,,,,,,,
complex_32_noc_clique.blif,/home/ayush/abc/blif/complex_32_noc_clique.blif,1,0,,,,,,,,,,,,,,,,,,
complex_32_noc_clique.blif,/home/ayush/abc/blif/complex_32_noc_clique.blif,2,0,,,,,,,,,,,,,,,,,,
complex_32_noc_clique.blif,/home/ayush/abc/blif/complex_32_noc_clique.blif,3,0,,,,,,,,,,,,,,,,,,
complex_32_noc_star.blif,/home/ayush/abc/blif/complex_32_noc_star.blif,0,0,,,,,,,,,,,,,,,,,,
complex_32_noc_star.blif,/home/ayush/abc/blif/complex_32_noc_star.blif,1,0,,,,,,,,,,,,,,,,,,
complex_32_noc_star.blif,/home/ayush/abc/blif/complex_32_noc_star.blif,2,0,,,,,,,,,,,,,,,,,,
complex_32_noc_star.blif,/home/ayush/abc/blif/complex_32_noc_star.blif,3,0,,,,,,,,,,,,,,,,,,
complex_4_noc_1D_chain.blif,/home/ayush/abc/blif/complex_4_noc_1D_chain.blif,0,0,,,,,,,,,,,,,,,,,,
complex_4_noc_1D_chain.blif,/home/ayush/abc/blif/complex_4_noc_1D_chain.blif,1,0,,,,,,,,,,,,,,,,,,
complex_4_noc_1D_chain.blif,/home/ayush/abc/blif/complex_4_noc_1D_chain.blif,2,0,,,,,,,,,,,,,,,,,,
complex_4_noc_1D_chain.blif,/home/ayush/abc/blif/complex_4_noc_1D_chain.blif,3,0,,,,,,,,,,,,,,,,,,
complex_64_noc_clique.blif,/home/ayush/abc/blif/complex_64_noc_clique.blif,0,0,,,,,,,,,,,,,,,,,,
complex_64_noc_clique.blif,/home/ayush/abc/blif/complex_64_noc_clique.blif,1,0,,,,,,,,,,,,,,,,,,
complex_64_noc_clique.blif,/home/ayush/abc/blif/complex_64_noc_clique.blif,2,0,,,,,,,,,,,,,,,,,,
complex_64_noc_clique.blif,/home/ayush/abc/blif/complex_64_noc_clique.blif,3,0,,,,,,,,,,,,,,,,,,
complex_64_noc_nearest_neighbor.blif,/home/ayush/abc/blif/complex_64_noc_nearest_neighbor.blif,0,0,,,,,,,,,,,,,,,,,,
complex_64_noc_nearest_neighbor.blif,/home/ayush/abc/blif/complex_64_noc_nearest_neighbor.blif,1,0,,,,,,,,,,,,,,,,,,
complex_64_noc_nearest_neighbor.blif,/home/ayush/abc/blif/complex_64_noc_nearest_neighbor.blif,2,0,,,,,,,,,,,,,,,,,,
complex_64_noc_nearest_neighbor.blif,/home/ayush/abc/blif/complex_64_noc_nearest_neighbor.blif,3,0,,,,,,,,,,,,,,,,,,
complex_64_noc_star.blif,/home/ayush/abc/blif/complex_64_noc_star.blif,0,0,,,,,,,,,,,,,,,,,,
complex_64_noc_star.blif,/home/ayush/abc/blif/complex_64_noc_star.blif,1,0,,,,,,,,,,,,,,,,,,
complex_64_noc_star.blif,/home/ayush/abc/blif/complex_64_noc_star.blif,2,0,,,,,,,,,,,,,,,,,,
complex_64_noc_star.blif,/home/ayush/abc/blif/complex_64_noc_star.blif,3,0,,,,,,,,,,,,,,,,,,
complex_8_noc_1D_chain.blif,/home/ayush/abc/blif/complex_8_noc_1D_chain.blif,0,0,,,,,,,,,,,,,,,,,,
complex_8_noc_1D_chain.blif,/home/ayush/abc/blif/complex_8_noc_1D_chain.blif,1,0,,,,,,,,,,,,,,,,,,
complex_8_noc_1D_chain.blif,/home/ayush/abc/blif/complex_8_noc_1D_chain.blif,2,0,,,,,,,,,,,,,,,,,,
complex_8_noc_1D_chain.blif,/home/ayush/abc/blif/complex_8_noc_1D_chain.blif,3,0,,,,,,,,,,,,,,,,,,
con1.blif,/home/ayush/abc/blif/con1.blif,0,0,18.0,17,77,204.0,60.0,18.0,17,77,204.0,60.0,,,,,,,,
con1.blif,/home/ayush/abc/blif/con1.blif,1,0,18.0,17,53,238.0,68.0,18.0,17,77,204.0,60.0,0.0,0,-24,0.6883116883116883,34.0,1.1666666666666667,8.0,1.1333333333333333
con1.blif,/home/ayush/abc/blif/con1.blif,2,0,18.0,17,47,251.0,71.0,18.0,17,77,204.0,60.0,0.0,0,-30,0.6103896103896104,47.0,1.2303921568627452,11.0,1.1833333333333333
con1.blif,/home/ayush/abc/blif/con1.blif,3,0,18.0,17,40,290.0,83.0,18.0,17,77,204.0,60.0,0.0,0,-37,0.5194805194805194,86.0,1.4215686274509804,23.0,1.3833333333333333
const_false.blif,/home/ayush/abc/blif/const_false.blif,0,0,0.0,0,0,85.0,2.0,0.0,0,0,85.0,2.0,,,,,,,,
const_false.blif,/home/ayush/abc/blif/const_false.blif,1,0,0.0,0,0,76.0,2.0,0.0,0,0,85.0,2.0,0.0,0,0,,-9.0,0.8941176470588236,0.0,1.0
const_false.blif,/home/ayush/abc/blif/const_false.blif,2,0,0.0,0,0,79.0,2.0,0.0,0,0,85.0,2.0,0.0,0,0,,-6.0,0.9294117647058824,0.0,1.0
const_false.blif,/home/ayush/abc/blif/const_false.blif,3,0,0.0,0,0,101.0,2.0,0.0,0,0,85.0,2.0,0.0,0,0,,16.0,1.188235294117647,0.0,1.0
const_true.blif,/home/ayush/abc/blif/const_true.blif,0,0,0.0,0,0,75.0,2.0,0.0,0,0,75.0,2.0,,,,,,,,
const_true.blif,/home/ayush/abc/blif/const_true.blif,1,0,0.0,0,0,91.0,2.0,0.0,0,0,75.0,2.0,0.0,0,0,,16.0,1.2133333333333334,0.0,1.0
const_true.blif,/home/ayush/abc/blif/const_true.blif,2,0,0.0,0,0,94.0,2.0,0.0,0,0,75.0,2.0,0.0,0,0,,19.0,1.2533333333333334,0.0,1.0
const_true.blif,/home/ayush/abc/blif/const_true.blif,3,0,0.0,0,0,82.0,2.0,0.0,0,0,75.0,2.0,0.0,0,0,,7.0,1.0933333333333333,0.0,1.0
constant_outputs_only.blif,/home/ayush/abc/blif/constant_outputs_only.blif,0,0,0.0,0,0,125.0,3.0,0.0,0,0,125.0,3.0,,,,,,,,
constant_outputs_only.blif,/home/ayush/abc/blif/constant_outputs_only.blif,1,0,0.0,0,0,88.0,2.0,0.0,0,0,125.0,3.0,0.0,0,0,,-37.0,0.704,-1.0,0.6666666666666666
constant_outputs_only.blif,/home/ayush/abc/blif/constant_outputs_only.blif,2,0,0.0,0,0,95.0,2.0,0.0,0,0,125.0,3.0,0.0,0,0,,-30.0,0.76,-1.0,0.6666666666666666
constant_outputs_only.blif,/home/ayush/abc/blif/constant_outputs_only.blif,3,0,0.0,0,0,99.0,2.0,0.0,0,0,125.0,3.0,0.0,0,0,,-26.0,0.792,-1.0,0.6666666666666666
cordic.blif,/home/ayush/abc/blif/cordic.blif,0,0,1291.0,1266,13485,14072.0,6326.0,1291.0,1266,13485,14072.0,6326.0,,,,,,,,
cordic.blif,/home/ayush/abc/blif/cordic.blif,1,0,1291.0,1266,7875,19825.0,7199.0,1291.0,1266,13485,14072.0,6326.0,0.0,0,-5610,0.5839822024471635,5753.0,1.4088260375213189,873.0,1.1380018969332912
cordic.blif,/home/ayush/abc/blif/cordic.blif,2,0,1291.0,1266,6373,18809.0,6797.0,1291.0,1266,13485,14072.0,6326.0,0.0,0,-7112,0.47259918427882835,4737.0,1.3366259238203524,471.0,1.074454631678786
cordic.blif,/home/ayush/abc/blif/cordic.blif,3,0,1291.0,1266,4698,20050.0,7137.0,1291.0,1266,13485,14072.0,6326.0,0.0,0,-8787,0.34838709677419355,5978.0,1.4248152359295054,811.0,1.128201074928865
count.blif,/home/ayush/abc/blif/count.blif,0,0,159.0,149,1034,1152.0,491.0,159.0,149,1034,1152.0,491.0,,,,,,,,
count.blif,/home/ayush/abc/blif/count.blif,1,0,159.0,149,777,1447.0,527.0,159.0,149,1034,1152.0,491.0,0.0,0,-257,0.7514506769825918,295.0,1.2560763888888888,36.0,1.0733197556008147
count.blif,/home/ayush/abc/blif/count.blif,2,0,159.0,149,633,1773.0,547.0,159.0,149,1034,1152.0,491.0,0.0,0,-401,0.6121856866537717,621.0,1.5390625,56.0,1.1140529531568228
count.blif,/home/ayush/abc/blif/count.blif,3,0,159.0,149,461,1401.0,499.0,159.0,149,1034,1152.0,491.0,0.0,0,-573,0.4458413926499033,249.0,1.2161458333333333,8.0,1.0162932790224033
cps.blif,/home/ayush/abc/blif/cps.blif,0,0,2017.0,1986,16112,20512.0,9101.0,2017.0,1986,16112,20512.0,9101.0,,,,,,,,
cps.blif,/home/ayush/abc/blif/cps.blif,1,0,2017.0,1986,10775,19132.0,8417.0,2017.0,1986,16112,20512.0,9101.0,0.0,0,-5337,0.6687562065541212,-1380.0,0.9327223088923557,-684.0,0.9248434237995825
cps.blif,/home/ayush/abc/blif/cps.blif,2,0,2017.0,1986,8949,20607.0,8280.0,2017.0,1986,16112,20512.0,9101.0,0.0,0,-7163,0.5554245283018868,95.0,1.0046314352574104,-821.0,0.9097901329524228
cps.blif,/home/ayush/abc/blif/cps.blif,3,0,2017.0,1986,6931,22863.0,10439.0,2017.0,1986,16112,20512.0,9101.0,0.0,0,-9181,0.43017626613704074,2351.0,1.1146158346333854,1338.0,1.1470168113394132
cse.blif,/home/ayush/abc/blif/cse.blif,0,0,237.0,228,1316,1924.0,1012.0,237.0,228,1316,1924.0,1012.0,,,,,,,,
cse.blif,/home/ayush/abc/blif/cse.blif,1,0,237.0,228,1042,1823.0,832.0,237.0,228,1316,1924.0,1012.0,0.0,0,-274,0.7917933130699089,-101.0,0.9475051975051975,-180.0,0.8221343873517787
cse.blif,/home/ayush/abc/blif/cse.blif,2,0,237.0,228,905,1963.0,899.0,237.0,228,1316,1924.0,1012.0,0.0,0,-411,0.6876899696048632,39.0,1.0202702702702702,-113.0,0.8883399209486166
cse.blif,/home/ayush/abc/blif/cse.blif,3,0,237.0,228,719,2224.0,1044.0,237.0,228,1316,1924.0,1012.0,0.0,0,-597,0.5463525835866262,300.0,1.155925155925156,32.0,1.0316205533596838
cu.blif,/home/ayush/abc/blif/cu.blif,0,0,76.0,68,275,463.0,228.0,76.0,68,275,463.0,228.0,,,,,,,,
cu.blif,/home/ayush/abc/blif/cu.blif,1,0,76.0,68,236,479.0,222.0,76.0,68,275,463.0,228.0,0.0,0,-39,0.8581818181818182,16.0,1.0345572354211663,-6.0,0.9736842105263158
cu.blif,/home/ayush/abc/blif/cu.blif,2,0,76.0,68,218,545.0,249.0,76.0,68,275,463.0,228.0,0.0,0,-57,0.7927272727272727,82.0,1.1771058315334773,21.0,1.0921052631578947
cu.blif,/home/ayush/abc/blif/cu.blif,3,0,76.0,68,192,595.0,264.0,76.0,68,275,463.0,228.0,0.0,0,-83,0.6981818181818182,132.0,1.285097192224622,36.0,1.1578947368421053
daio-rec.blif,/home/ayush/abc/blif/daio-rec.blif,0,0,850.0,748,7026,6203.0,2435.0,850.0,748,7026,6203.0,2435.0,,,,,,,,
daio-rec.blif,/home/ayush/abc/blif/daio-rec.blif,1,0,850.0,748,4553,7331.0,2350.0,850.0,748,7026,6203.0,2435.0,0.0,0,-2473,0.648021633931113,1128.0,1.1818474931484766,-85.0,0.9650924024640657
daio-rec.blif,/home/ayush/abc/blif/daio-rec.blif,2,0,850.0,748,3681,7510.0,2377.0,850.0,748,7026,6203.0,2435.0,0.0,0,-3345,0.5239111870196413,1307.0,1.2107044978236337,-58.0,0.9761806981519507
daio-rec.blif,/home/ayush/abc/blif/daio-rec.blif,3,0,850.0,748,2654,7393.0,2298.0,850.0,748,7026,6203.0,2435.0,0.0,0,-4372,0.3777398235126672,1190.0,1.191842656778978,-137.0,0.9437371663244353
daio.blif,/home/ayush/abc/blif/daio.blif,0,0,14.0,10,33,228.0,70.0,14.0,10,33,228.0,70.0,,,,,,,,
daio.blif,/home/ayush/abc/blif/daio.blif,1,0,14.0,10,33,219.0,57.0,14.0,10,33,228.0,70.0,0.0,0,0,1.0,-9.0,0.9605263157894737,-13.0,0.8142857142857143
daio.blif,/home/ayush/abc/blif/daio.blif,2,0,14.0,10,31,207.0,52.0,14.0,10,33,228.0,70.0,0.0,0,-2,0.9393939393939394,-21.0,0.9078947368421053,-18.0,0.7428571428571429
daio.blif,/home/ayush/abc/blif/daio.blif,3,0,14.0,10,26,203.0,55.0,14.0,10,33,228.0,70.0,0.0,0,-7,0.7878787878787878,-25.0,0.8903508771929824,-15.0,0.7857142857142857
dalu.blif,/home/ayush/abc/blif/dalu.blif,0,0,1366.0,1343,12339,14216.0,6344.0,1366.0,1343,12339,14216.0,6344.0,,,,,,,,
dalu.blif,/home/ayush/abc/blif/dalu.blif,1,0,1366.0,1343,7307,14793.0,5452.0,1366.0,1343,12339,14216.0,6344.0,0.0,0,-5032,0.5921873733689926,577.0,1.040588069780529,-892.0,0.8593947036569988
dalu.blif,/home/ayush/abc/blif/dalu.blif,2,0,1366.0,1343,6022,14996.0,5374.0,1366.0,1343,12339,14216.0,6344.0,0.0,0,-6317,0.48804603290380094,780.0,1.0548677546426561,-970.0,0.8470996216897856
dalu.blif,/home/ayush/abc/blif/dalu.blif,3,0,1366.0,1343,4427,14693.0,5177.0,1366.0,1343,12339,14216.0,6344.0,0.0,0,-7912,0.3587811005754113,477.0,1.0335537422622398,-1167.0,0.816046658259773
decod.blif,/home/ayush/abc/blif/decod.blif,0,0,47.0,44,132,232.0,93.0,47.0,44,132,232.0,93.0,,,,,,,,
decod.blif,/home/ayush/abc/blif/decod.blif,1,0,47.0,44,132,264.0,98.0,47.0,44,132,232.0,93.0,0.0,0,0,1.0,32.0,1.1379310344827587,5.0,1.053763440860215
decod.blif,/home/ayush/abc/blif/decod.blif,2,0,47.0,44,132,282.0,103.0,47.0,44,132,232.0,93.0,0.0,0,0,1.0,50.0,1.2155172413793103,10.0,1.10752688172043
decod.blif,/home/ayush/abc/blif/decod.blif,3,0,47.0,44,132,304.0,112.0,47.0,44,132,232.0,93.0,0.0,0,0,1.0,72.0,1.3103448275862069,19.0,1.2043010752688172
des.blif,/home/ayush/abc/blif/des.blif,0,0,5382.0,5296,97466,128832.0,41770.0,5382.0,5296,97466,128832.0,41770.0,,,,,,,,
des.blif,/home/ayush/abc/blif/des.blif,1,0,5384.0,5298,37110,152256.0,38312.0,5382.0,5296,97466,128832.0,41770.0,2.0,2,-60356,0.3807481583321363,23424.0,1.1818181818181819,-3458.0,0.9172133109887479
des.blif,/home/ayush/abc/blif/des.blif,2,0,5384.0,5298,28868,140780.0,33724.0,5382.0,5296,97466,128832.0,41770.0,2.0,2,-68598,0.29618533642500977,11948.0,1.0927409339294585,-8046.0,0.8073737131912856
des.blif,/home/ayush/abc/blif/des.blif,3,0,5384.0,5298,20448,137612.0,33129.0,5382.0,5296,97466,128832.0,41770.0,2.0,2,-77018,0.2097962366363655,8780.0,1.0681507699950323,-8641.0,0.7931290399808475
des.pre-vpr.blif,/home/ayush/abc/blif/des.pre-vpr.blif,0,0,3385.0,3288,54384,48812.0,16975.0,3385.0,3288,54384,48812.0,16975.0,,,,,,,,
des.pre-vpr.blif,/home/ayush/abc/blif/des.pre-vpr.blif,1,0,3385.0,3288,23487,72590.0,17929.0,3385.0,3288,54384,48812.0,16975.0,0.0,0,-30897,0.43187334510150044,23778.0,1.4871343112349422,954.0,1.05620029455081
des.pre-vpr.blif,/home/ayush/abc/blif/des.pre-vpr.blif,2,0,3385.0,3288,18082,73884.0,17572.0,3385.0,3288,54384,48812.0,16975.0,0.0,0,-36302,0.3324874963224478,25072.0,1.513644185855937,597.0,1.0351693667157584
des.pre-vpr.blif,/home/ayush/abc/blif/des.pre-vpr.blif,3,0,3385.0,3288,12671,54181.0,13265.0,3385.0,3288,54384,48812.0,16975.0,0.0,0,-41713,0.23299132097675787,5369.0,1.109993444235024,-3710.0,0.7814432989690722
des.wiremap_area.blif,/home/ayush/abc/blif/des.wiremap_area.blif,0,0,3356.0,3280,54255,58754.0,19892.0,3356.0,3280,54255,58754.0,19892.0,,,,,,,,
des.wiremap_area.blif,/home/ayush/abc/blif/des.wiremap_area.blif,1,0,3356.0,3280,23609,63112.0,17849.0,3356.0,3280,54255,58754.0,19892.0,0.0,0,-30646,0.43514883420882866,4358.0,1.074173673281819,-2043.0,0.8972953951337221
des.wiremap_area.blif,/home/ayush/abc/blif/des.wiremap_area.blif,2,0,3356.0,3280,18110,69285.0,15065.0,3356.0,3280,54255,58754.0,19892.0,0.0,0,-36145,0.3337941203575707,10531.0,1.1792388603329136,-4827.0,0.7573396340237282
des.wiremap_area.blif,/home/ayush/abc/blif/des.wiremap_area.blif,3,0,3356.0,3280,12603,64876.0,15003.0,3356.0,3280,54255,58754.0,19892.0,0.0,0,-41652,0.23229195465855682,6122.0,1.1041971610443544,-4889.0,0.7542228031369395
des.wiremap_depth.blif,/home/ayush/abc/blif/des.wiremap_depth.blif,0,0,3385.0,3288,54384,62923.0,21390.0,3385.0,3288,54384,62923.0,21390.0,,,,,,,,
des.wiremap_depth.blif,/home/ayush/abc/blif/des.wiremap_depth.blif,1,0,3385.0,3288,23487,72829.0,17703.0,3385.0,3288,54384,62923.0,21390.0,0.0,0,-30897,0.43187334510150044,9906.0,1.1574305103062472,-3687.0,0.8276297335203366
des.wiremap_depth.blif,/home/ayush/abc/blif/des.wiremap_depth.blif,2,0,3385.0,3288,18082,59326.0,15195.0,3385.0,3288,54384,62923.0,21390.0,0.0,0,-36302,0.3324874963224478,-3597.0,0.94283489344119,-6195.0,0.7103786816269285
des.wiremap_depth.blif,/home/ayush/abc/blif/des.wiremap_depth.blif,3,0,3385.0,3288,12671,66678.0,16624.0,3385.0,3288,54384,62923.0,21390.0,0.0,0,-41713,0.23299132097675787,3755.0,1.0596761120734866,-4766.0,0.7771856007480131
diffeq.blif,/home/ayush/abc/blif/diffeq.blif,0,0,3717.0,3435,32375,32362.0,13092.0,3717.0,3435,32375,32362.0,13092.0,,,,,,,,
diffeq.blif,/home/ayush/abc/blif/diffeq.blif,1,0,3717.0,3435,18891,44482.0,13817.0,3717.0,3435,32375,32362.0,13092.0,0.0,0,-13484,0.5835057915057915,12120.0,1.374513318089117,725.0,1.0553773296669722
diffeq.blif,/home/ayush/abc/blif/diffeq.blif,2,0,3717.0,3435,15561,34344.0,10639.0,3717.0,3435,32375,32362.0,13092.0,0.0,0,-16814,0.48064864864864865,1982.0,1.0612446696743094,-2453.0,0.8126336694164376
diffeq.blif,/home/ayush/abc/blif/diffeq.blif,3,0,3717.0,3435,11491,43199.0,13376.0,3717.0,3435,32375,32362.0,13092.0,0.0,0,-20884,0.3549343629343629,10837.0,1.3348680551263827,284.0,1.0216926367247174
diffeq.pre-vpr.blif,/home/ayush/abc/blif/diffeq.pre-vpr.blif,0,0,2874.0,2643,25863,27615.0,11009.0,2874.0,2643,25863,27615.0,11009.0,,,,,,,,
diffeq.pre-vpr.blif,/home/ayush/abc/blif/diffeq.pre-vpr.blif,1,0,2874.0,2643,15085,35325.0,10752.0,2874.0,2643,25863,27615.0,11009.0,0.0,0,-10778,0.5832656691025789,7710.0,1.2791960890820206,-257.0,0.9766554637115088
diffeq.pre-vpr.blif,/home/ayush/abc/blif/diffeq.pre-vpr.blif,2,0,2874.0,2643,12200,32735.0,10120.0,2874.0,2643,25863,27615.0,11009.0,0.0,0,-13663,0.4717163515446777,5120.0,1.1854064819844288,-889.0,0.9192478880915614
diffeq.pre-vpr.blif,/home/ayush/abc/blif/diffeq.pre-vpr.blif,3,0,2874.0,2643,8910,24291.0,6661.0,2874.0,2643,25863,27615.0,11009.0,0.0,0,-16953,0.3445075977264819,-3324.0,0.8796306355241716,-4348.0,0.6050504132982105
diffeq.wiremap_area.blif,/home/ayush/abc/blif/diffeq.wiremap_area.blif,0,0,2840.0,2619,25134,32723.0,11930.0,2840.0,2619,25134,32723.0,11930.0,,,,,,,,
diffeq.wiremap_area.blif,/home/ayush/abc/blif/diffeq.wiremap_area.blif,1,0,2841.0,2619,14471,28502.0,8468.0,2840.0,2619,25134,32723.0,11930.0,1.0,0,-10663,0.5757539587809342,-4221.0,0.8710081593985881,-3462.0,0.7098072087175189
diffeq.wiremap_area.blif,/home/ayush/abc/blif/diffeq.wiremap_area.blif,2,0,2841.0,2619,11874,31928.0,9236.0,2840.0,2619,25134,32723.0,11930.0,1.0,0,-13260,0.47242778706135113,-795.0,0.9757051615071968,-2694.0,0.7741827326068734
diffeq.wiremap_area.blif,/home/ayush/abc/blif/diffeq.wiremap_area.blif,3,0,2841.0,2619,8727,33532.0,8857.0,2840.0,2619,25134,32723.0,11930.0,1.0,0,-16407,0.3472189066603008,809.0,1.0247226721266387,-3073.0,0.7424140821458508
diffeq.wiremap_depth.blif,/home/ayush/abc/blif/diffeq.wiremap_depth.blif,0,0,2874.0,2643,25863,25408.0,10759.0,2874.0,2643,25863,25408.0,10759.0,,,,,,,,
diffeq.wiremap_depth.blif,/home/ayush/abc/blif/diffeq.wiremap_depth.blif,1,0,2874.0,2643,15085,33851.0,9715.0,2874.0,2643,25863,25408.0,10759.0,0.0,0,-10778,0.5832656691025789,8443.0,1.3322969143576826,-1044.0,0.9029649595687331
diffeq.wiremap_depth.blif,/home/ayush/abc/blif/diffeq.wiremap_depth.blif,2,0,2874.0,2643,12200,25932.0,7613.0,2874.0,2643,25863,25408.0,10759.0,0.0,0,-13663,0.4717163515446777,524.0,1.0206234256926952,-3146.0,0.7075936425318338
diffeq.wiremap_depth.blif,/home/ayush/abc/blif/diffeq.wiremap_depth.blif,3,0,2874.0,2643,8910,32951.0,9870.0,2874.0,2643,25863,25408.0,10759.0,0.0,0,-16953,0.3445075977264819,7543.0,1.296875,-889.0,0.9173715029277814
dk14.blif,/home/ayush/abc/blif/dk14.blif,0,0,117.0,111,625,589.0,258.0,117.0,111,625,589.0,258.0,,,,,,,,
dk14.blif,/home/ayush/abc/blif/dk14.blif,1,0,117.0,111,491,949.0,354.0,117.0,111,625,589.0,258.0,0.0,0,-134,0.7856,360.0,1.6112054329371817,96.0,1.372093023255814
dk14.blif,/home/ayush/abc/blif/dk14.blif,2,0,117.0,111,426,929.0,363.0,117.0,111,625,589.0,258.0,0.0,0,-199,0.6816,340.0,1.5772495755517826,105.0,1.4069767441860466
dk14.blif,/home/ayush/abc/blif/dk14.blif,3,0,117.0,111,332,882.0,349.0,117.0,111,625,589.0,258.0,0.0,0,-293,0.5312,293.0,1.497453310696095,91.0,1.3527131782945736
dk15.blif,/home/ayush/abc/blif/dk15.blif,0,0,68.0,63,327,485.0,197.0,68.0,63,327,485.0,197.0,,,,,,,,
dk15.blif,/home/ayush/abc/blif/dk15.blif,1,0,68.0,63,245,540.0,199.0,68.0,63,327,485.0,197.0,0.0,0,-82,0.7492354740061162,55.0,1.1134020618556701,2.0,1.0101522842639594
dk15.blif,/home/ayush/abc/blif/dk15.blif,2,0,68.0,63,214,592.0,218.0,68.0,63,327,485.0,197.0,0.0,0,-113,0.654434250764526,107.0,1.220618556701031,21.0,1.1065989847715736
dk15.blif,/home/ayush/abc/blif/dk15.blif,3,0,68.0,63,170,697.0,253.0,68.0,63,327,485.0,197.0,0.0,0,-157,0.5198776758409785,212.0,1.4371134020618557,56.0,1.284263959390863
dk16.blif,/home/ayush/abc/blif/dk16.blif,0,0,246.0,239,1461,1776.0,852.0,246.0,239,1461,1776.0,852.0,,,,,,,,
dk16.blif,/home/ayush/abc/blif/dk16.blif,1,0,246.0,239,1123,1876.0,756.0,246.0,239,1461,1776.0,852.0,0.0,0,-338,0.7686516084873375,100.0,1.0563063063063063,-96.0,0.8873239436619719
dk16.blif,/home/ayush/abc/blif/dk16.blif,2,0,246.0,239,963,2091.0,876.0,246.0,239,1461,1776.0,852.0,0.0,0,-498,0.6591375770020534,315.0,1.177364864864865,24.0,1.028169014084507
dk16.blif,/home/ayush/abc/blif/dk16.blif,3,0,246.0,239,749,1945.0,816.0,246.0,239,1461,1776.0,852.0,0.0,0,-712,0.5126625598904859,169.0,1.0951576576576576,-36.0,0.9577464788732394
dk17.blif,/home/ayush/abc/blif/dk17.blif,0,0,48.0,44,213,345.0,137.0,48.0,44,213,345.0,137.0,,,,,,,,
dk17.blif,/home/ayush/abc/blif/dk17.blif,1,0,48.0,44,166,469.0,172.0,48.0,44,213,345.0,137.0,0.0,0,-47,0.7793427230046949,124.0,1.3594202898550725,35.0,1.2554744525547445
dk17.blif,/home/ayush/abc/blif/dk17.blif,2,0,48.0,44,153,400.0,146.0,48.0,44,213,345.0,137.0,0.0,0,-60,0.7183098591549296,55.0,1.1594202898550725,9.0,1.0656934306569343
dk17.blif,/home/ayush/abc/blif/dk17.blif,3,0,48.0,44,127,416.0,147.0,48.0,44,213,345.0,137.0,0.0,0,-86,0.596244131455399,71.0,1.2057971014492754,10.0,1.072992700729927
dk27.blif,/home/ayush/abc/blif/dk27.blif,0,0,19.0,18,59,189.0,64.0,19.0,18,59,189.0,64.0,,,,,,,,
dk27.blif,/home/ayush/abc/blif/dk27.blif,1,0,19.0,18,56,238.0,64.0,19.0,18,59,189.0,64.0,0.0,0,-3,0.9491525423728814,49.0,1.2592592592592593,0.0,1.0
dk27.blif,/home/ayush/abc/blif/dk27.blif,2,0,19.0,18,52,233.0,67.0,19.0,18,59,189.0,64.0,0.0,0,-7,0.8813559322033898,44.0,1.2328042328042328,3.0,1.046875
dk27.blif,/home/ayush/abc/blif/dk27.blif,3,0,19.0,18,44,247.0,75.0,19.0,18,59,189.0,64.0,0.0,0,-15,0.7457627118644068,58.0,1.306878306878307,11.0,1.171875
dk512.blif,/home/ayush/abc/blif/dk512.blif,0,0,51.0,47,205,521.0,223.0,51.0,47,205,521.0,223.0,,,,,,,,
dk512.blif,/home/ayush/abc/blif/dk512.blif,1,0,51.0,47,160,418.0,159.0,51.0,47,205,521.0,223.0,0.0,0,-45,0.7804878048780488,-103.0,0.8023032629558541,-64.0,0.7130044843049327
dk512.blif,/home/ayush/abc/blif/dk512.blif,2,0,51.0,47,147,414.0,153.0,51.0,47,205,521.0,223.0,0.0,0,-58,0.7170731707317073,-107.0,0.7946257197696737,-70.0,0.6860986547085202
dk512.blif,/home/ayush/abc/blif/dk512.blif,3,0,51.0,47,120,422.0,156.0,51.0,47,205,521.0,223.0,0.0,0,-85,0.5853658536585366,-99.0,0.8099808061420346,-67.0,0.6995515695067265
dsip.blif,/home/ayush/abc/blif/dsip.blif,0,0,5875.0,5676,49081,42742.0,23642.0,5875.0,5676,49081,42742.0,23642.0,,,,,,,,
dsip.blif,/home/ayush/abc/blif/dsip.blif,1,0,5875.0,5676,31260,55498.0,28371.0,5875.0,5676,49081,42742.0,23642.0,0.0,0,-17821,0.6369063385016606,12756.0,1.298441813672734,4729.0,1.2000253785635733
dsip.blif,/home/ayush/abc/blif/dsip.blif,2,0,5875.0,5676,25834,60371.0,27821.0,5875.0,5676,49081,42742.0,23642.0,0.0,0,-23247,0.5263543937572585,17629.0,1.4124514529034673,4179.0,1.1767616952880466
dsip.blif,/home/ayush/abc/blif/dsip.blif,3,0,5875.0,5676,19494,43586.0,20058.0,5875.0,5676,49081,42742.0,23642.0,0.0,0,-29587,0.39718017155314683,844.0,1.019746385288475,-3584.0,0.8484053802554775
